state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1
CA,2023,marriage_allow,ACA5,amends the California Constitution to include the fundamental right to marry. Current language states that marriage is between a man and a woman.,3,0,45127,legislative,"Low, Evan; Cervantes, Sabrina; Jackson, Corey; Lee, Alex; Ward, Chris; Zbur, Rick",DEM,civil_rights,expansive,https://legiscan.com/CA/bill/ACA5/2023,,Olivia,0,expansive
CA,2023,privacy_individual,AB1163,amends existing LGBT Disparites Reduction Act to read that is is necessary to protect the public disclose of personal identifying information that would allow the identification of an individual pertaining to sexual orientation or gender identity. applies to state entities and adds some groups to the list (housing and health agencies),2,-99,-99,legislative,"Rivas, Luz",DEM,Other,expansive,https://legiscan.com/CA/bill/AB1163/2023,,Olivia,0,expansive
CA,2023,inclusive_language,SB345,"changes wording of existing law to be gender neutral. Changes ""mother of fetus"" to be ""person pregnant with the fetus"". Changes generic ""he"" to ""they"".",2,-99,-99,legislative,"Skinner, Nancy",DEM,Other,expansive,https://legiscan.com/CA/bill/SB345/2023,,Olivia,0,expansive
CA,2023,trans_refuge,SB346,prohibits a magistrate from issuing a warrant for the arrest of an invidual that recieved or performed or aided gender-affirming care if the care is lawful under the state,2,-99,-99,legislative,"Skinner, Nancy",DEM,Health,expansive,https://legiscan.com/CA/bill/SB345/2023,,Olivia,0,expansive
CA,2023,name_pronoun_allow,AB760,amends existing bill to require all California State University and University of California campus systems to allow students and staff to declare an affirmed name and gender identification,2,-99,-99,legislative,"Cervantes, Sabrina; Wilson, Lori",DEM,Education,expansive,https://legiscan.com/CA/bill/AB760/2023,,Olivia,0,expansive
CA,2023,privacy_individual,AB223,"changes wording of existing bill concerning the requirement of any petition for a change in gender/sex identifier/name of a minor to be kept under seal. New wording requires it to be kept confidential by the court and access is limited to the minor, their parents, and their attorneys.",2,-99,-99,legislative,"Ward, Chris",DEM,Other,expansive,https://legiscan.com/CA/bill/AB223/2023,,Olivia,0,expansive
CA,2023,privacy_individual,AB642,amends an existing bill. adds a section that prohibits the release of data from facial recognition technology by law enforcement to contribute to an investigation related to someone seeking gender-affirming care,2,-99,-99,legislative,"Ting, Philip",DEM,Health,expansive,https://legiscan.com/CA/bill/AB642/2023,,Olivia,0,expansive
CA,2023,discussion_allow,AB107,"rewrites existing bill stating that school materials must be representative of Americans in terms of race, gender identity, sexual orientation, cultural status, etc.",2,-99,-99,legislative,"Jackson, Corey",DEM,Education,expansive,https://legiscan.com/CA/bill/AB1078/2023,,Olivia,0,expansive
CA,2023,inclusive_language,AB78,changes wording on existing bill to be gender neutral. bill concerns jury selections.,2,-99,-99,legislative,"Ward, Chris",DEM,Other,expansive,https://legiscan.com/CA/bill/AB78/2023,,Olivia,0,expansive
CA,2023,inclusive_language,ACA7,"changes wording of existing bill from marginalized genders to marginalized genders, sexes, or sexual orientations. bill concerns the State discriminating against and individual or group in the operation of public employment, education, or contracting",2,-99,-99,legislative,"Jackson, Corey",DEM,Other,expansive,https://legiscan.com/CA/bill/ACA7/2023,,Olivia,0,expansive
CA,2023,insurance_coverage_require,AB571,expands and clarifies existing bill. prohibits an insurer from denying coverage for liability for damages arising from gender-affirming health care,2,-99,-99,legislative,"Petrie-Norris, Cottie; Wicks, Buffy",DEM,Health,expansive,https://legiscan.com/CA/bill/AB571/2023,,Olivia,0,expansive
CA,2023,insurance_coverage_require,AB1432,adds clarifying statement that all provisions of the Health and Safety Code are to require coverafe of abortion and gender-affirming care,2,-99,-99,legislative,"Carrillo, Wendy",DEM,Health,expansive,https://legiscan.com/CA/bill/AB1432/2023,,Olivia,0,expansive
CA,2023,privacy_individual,AB254,"revises the CMIA to define ""medical information"" and expands it to include gender identity and sexual orientation",2,-99,-99,legislative,"Bauer-Kahan, Rebecca; Addis, Dawn; Aguiar-Curry, Laura",DEM,Health,expansive,https://legiscan.com/CA/bill/AB254/2023,,Olivia,0,expansive
CA,2023,inclusive_practices,AB1274,Young Californians' Inclusion Act. Requests that young Californians be included in assessments of youth problems and solutions including LGBT rights,2,-99,-99,legislative,"Connolly, Damon",DEM,Other,expansive,https://legiscan.com/CA/bill/AB1274/2023,,Olivia,0,expansive
CA,2023,inclusive_language,AB1720,removes gendered language from bill regarding the State Department of Education,2,-99,-99,legislative,"Bauer-Kahan, Rebecca",DEM,Other,expansive,https://legiscan.com/CA/bill/AB1720/2023,,Olivia,0,expansive
CA,2023,professionals_lgbt_education,AB5,sets implementation timelines for LGBT competency trainnig required for teachers and faculty members,2,-99,-99,legislative,"Zbur, Rick",DEM,Education,expansive,https://legiscan.com/CA/bill/AB5/2023,,Olivia,0,expansive
CA,2023,lgbt_homeless,AB1522,establishes a workgroup to create a plan to prevent housing instability among LGBTQ foster youth,2,-99,-99,legislative,"Cervantes, Sabrina",DEM,Other,expansive,https://legiscan.com/CA/bill/AB1522/2023,,Olivia,0,expansive
CA,2023,name_change_positive,SB372,requires the Department of Consumer Affairs to update a licensee/registrant's license by replacing references to the former name or gender if the board recieves documentation that a name/gender has been changed,2,-99,-99,legislative,"Menjivar, Caroline",Bipartisan,Other,expansive,https://legiscan.com/CA/bill/SB372/2023,"one Republican representative sponsors this (Wallis, Greg)",Olivia,0,expansive
CA,2023,public_restroom_expansive,AB783,requires a city to provide written notice to each applicant for a new/renewed business license that all single-user toilets must be all-gender toilets,2,-99,-99,legislative,"Ting, Philip",DEM,Other,expansive,https://legiscan.com/CA/bill/AB783/2023,,Olivia,0,expansive
CA,2023,public_restroom_expansive,AB521,requires all construction jobsites to have separate toilet facilities for those identifying as female and nonbinary employees,2,-99,-99,legislative,"Bauer-Kahan, Rebecca; Weber, Akilah",DEM,Accomodations,expansive,https://legiscan.com/CA/bill/AB521/2023,,Olivia,0,expansive
WY,2023,sports_ban,SF0133,"prohibits male athletes from competes with a team designated for students of the female sex in ""interscholastic athletic activity""",3,1,45002,legislative,"Allred, Lane; Angelos, Abby, Berger, Ryan; Crago, Barry; Haroldson, Jeremy; Harshman, Steve; Hederson, William; Jennings, Mark; Lawley, Martha; Ottman, Pepper; Rodrigues-Williams, Rachel; Sommers, Albert; Styvar, Clarence; Trujillo, Tamara; Biteman, Denis; Dockstader, Dan; French, Tim; Hutchings, Lynn; Jones, Stacy; Kolb, John; McKeown, Troy; Salazar, Tim; Schuler, Wendy Davis; Steinmetx, Cheri",GOP,Sports,restrictive,https://legiscan.com/WY/bill/SF0133/2023,"HB0187 - same thing, but failed",Olivia,1,restrictive
WY,2023,care_ban_minor,SF0144,prohibits physicians from performing gender transitioning/reassigment procedures on children,1,-99,-99,legislative,"Heiner, Scott; Hornok, Ben; Winter, John; Bouchard, Anthony; French, Tim; Hutchings, Lynn; Ide, RObert; Laursen, Dan; McKeown, Troy",GOP,Health,restrictive,https://legiscan.com/WY/bill/SF0144/2023,,Olivia,0,restrictive
WY,2023,insurance_coverage_ban_youth,SF0144,prohibits insurance coverage for gender reassignment procedures on children,1,-99,-99,legislative,"Heiner, Scott; Hornok, Ben; Winter, John; Bouchard, Anthony; French, Tim; Hutchings, Lynn; Ide, RObert; Laursen, Dan; McKeown, Troy",GOP,Health,restrictive,https://legiscan.com/WY/bill/SF0144/2024,,Olivia,0,restrictive
WY,2023,discussion_ban,SF0117,prohibits classroom discussion about sexual orientation or gender identity,1,-99,-99,legislative,"Allred, Lane; Dockstader, Dan",GOP,Education,restrictive,https://legiscan.com/WY/bill/SF0117/2023,,Olivia,0,restrictive
WY,2023,divisive_content_ban,SF0130,"states that each WY school district must support materials consistent with ""principles of individual freedom"". Defines that no person shall be discriminated against based on their gender or sexual orientation, among other things",1,-99,-99,legislative,"Bear, John; Heiner, Scott; Ottman, Pepper; Tamara Trujillo; Ward, Jeannette; Lynn, Hutchings; Ide, Robert; McKeown, Troy; Steinmetz, Cheri",GOP,Education,expansive,https://legiscan.com/WY/bill/SF0130/2023,HB025,Olivia,0,expansive
WY,2023,anti_esg,SF0159,prohibits the government from discriminating against companies that refuse to give gender affirming care in the context of ESG,1,-99,-99,legislative,"Angelos, Abby; Bear, John; Burkhart, Donald; Haroldson, Jeremy; Heiner, Scott; Jennings, Mark; Olsen, Jared; Rodriguez-Williams, Rachel; Biteman, Dennis; Driskill, Ogden; Hutchings, Lynn; Steinmetz, Cheri",GOP,Other,expansive,https://legiscan.com/WY/bill/SF0159/2023,SF0172,Olivia,0,expansive
WY,2023,schools_care_ban,HB0034,act creates a program for school districts to apply for grants to provide mental health services to K-12 public schools. prohibits grants from being used to recommend or prescribe hormone thereapy to a minor for the purpose of gender transitioning or sex-change operation,1,-99,-99,legislative,House Education Committee,-99.0,"Education, Health",restrictive,https://legiscan.com/WY/bill/HB0034/2023,,Olivia,0,restrictive
WY,2023,anti_esg,SF0172,prohibits the governmental hiring and retention of fiduciaries who invest state funds in access to sex/gender changes and surgeries,1,-99,-99,legislative,"Haroldson, Jeremy; Jennings, Mark; Ottman, Pepper; Pendergraft, Ken; Singh, Daniel' Tarver, Reuben; Ward, Jeannete; Biteman, Dennis; Bouchard, Anthony; Driskill, Ogden; French, tim; Larry, Hicks; Hutchings, Lynn; Ide, Robert; Laursen, Dan; McKeown, Troy; Salazar, Tim",GOP,Health,restrictive,https://legiscan.com/WY/bill/SF0172/2023,,Olivia,0,restrictive
WY,2023,care_ban_minor,SF0111,classifies performing gender-affirming medical care or sex change procedures on a minor as child abuse,1,-99,-99,legislative,"Allemand, Bill; Banks, Dalton; Chadwich, Forrect; Heiner, Scott; Jennings, Mark; Lawley, Martha; Olsen, Jared; Ottman, Pepper; Strock, Tomi; Styvar, Clarence; Walters, Tom; Brennan, Evie; McKeown, Troy; Davis Schuler; Wendy; Scott, Charles; Steinmetz, Cheri",GOP,Health,restrictive,https://legiscan.com/WY/bill/SF0111/2023,,Olivia,0,restrictive
UT,2023,care_ban_minor,SB0016,bans gender-transitioning surgical care and hormonal treatment for minors,3,0,44958,legislative,"Kennedy, Michael; Hall, Katy",GOP,Health,restrictive,https://legiscan.com/UT/bill/SB0016/2023,,Olivia,0,restrictive
UT,2023,parent_rights_transition,SB0100,bans schools from changing a student's gender identity that does not conform with the student's biological sex without written parental consent,3,0,44973,legislative,"Weiler, Todd; Gricius, Stephanie",GOP,Education,restrictive,https://legiscan.com/UT/bill/SB0100/2023,,Olivia,0,restrictive
UT,2023,conversion_therapy_ban,HB0228,bans conversion therapy on minors. does not apply to faith-based conversion therapy programs,3,1,45007,legislative,"Petersen, Michael; Bramble, Curtis",GOP,Health,expansive,https://legiscan.com/UT/bill/HB0228/2023,,Olivia,1,expansive
UT,2023,insurance_coverage_require,HJR005,directs the Public Employees' Benefit and Insurance Program (PEHP) to provide gender reassignment surgical benefits to state employees and beneficiaries,1,-99,-99,legislative,"Hayes, Sahara",DEM,Health,expansive,https://legiscan.com/UT/bill/HJR005/2023,,Olivia,0,expansive
UT,2023,dei_schools,SB0283,"defines ""study on diversity, equity, and inclusion"" as referring to sex, race, color, ethnicity, gender identity, or sexual orientation. relates to examining DEI in systems of higher education, requires these institutions to conduct a DEI study on their school.",1,-99,-99,legislative,"Johnson, John; Petersen, Michael",GOP,Education,expansive,https://legiscan.com/UT/bill/SB0283/2023,,Olivia,0,expansive
UT,2023,facility_regulations,HB0532,"requires all newly constructed buildings with bathroom spaces intended for all genders to have floor to ceiling stalls, as well as urinals in a seperate part of the bathroom from the toilets",3,1,44999,legislative,"Musselman, Calvin; Bramble, Curtis",GOP,Accomodations,restrictive,https://legiscan.com/UT/bill/HB0532/2023,,Olivia,1,restrictive
UT,2023,care_ban_minor,HB0132,"defines terms under ""sex transitioning procedures on minors"" including biological sex at birth, attempted sex change, hormonal transgender procedures, etc. Bill prohibits sex transitioning procedures on minors",1,-99,-99,legislative,"Shipp, Rex; Harper, Wayne",GOP,Health,restrictive,https://legiscan.com/UT/bill/HB0132/2023,,Olivia,0,restrictive
UT,2023,sports_ban,HB0209,requires a student participating in extracurricular activites at school to participate with the sex group corresponding to the sex on their birth certificate. does not restrict Local Education Agencies (LEA) ability to verify a student's sex with their birth certificate.,3,1,45002,legislative,"Teuscher, Jordan; Fillmore, Lincoln",GOP,Education,restrictive,https://legiscan.com/UT/bill/HB0209/2023,,Olivia,1,restrictive
UT,2023,discussion_restriction,HB0464,"requires each LEA to review and rate age-appropriate instuctional materials that include sexuality/gender identity (also includes language, criminal activity, drug use, sexual content, etc.)",1,-99,-99,legislative,"Ivory, Ken",GOP,Education,restrictive,https://legiscan.com/UT/bill/HB0464/2023,,Olivia,0,restrictive
UT,2023,lgbt_discrim_protect,HB0427,"enforces neutrality in public school classrooms - prohibits an LEA employee from encouraging a student to develop a prejudice on the basis of race, sexual orientation, gender identity, etc.",3,1,45000,legislative,"Jimenez, Tim; Kennedy, Michael",GOP,Education,expansive,https://legiscan.com/UT/bill/HB0427/2023,HB0441 failed,Olivia,1,expansive
UT,2023,legal_recognition_negative,SB0093,"defines ""biological sex at birth"" as an individual's sex according to reproductive anatomy, chromosomal makeup, and hormone profiles.",3,1,45008,legislative,"McCay, Daniel; Brammer, Brady",GOP,Other,restrictive,https://legiscan.com/UT/bill/SB0093/2023,,Olivia,1,restrictive
UT,2023,birth_certificate_negative,SB0093,prohibits a name change or gender change on a minor's birth certificate,3,1,45008,legislative,"McCay, Daniel; Brammer, Brady",GOP,Other,restrictive,https://legiscan.com/UT/bill/SB0093/2023,,Olivia,1,restrictive
UT,2023,discussion_ban,HB0550,bans educators from discussing sexuality or sexual orientation in kindergarten through grade 3,1,-99,-99,legislative,"Stenquist, Jeffrey",GOP,Education,restrictive,https://legiscan.com/UT/bill/HB0550/2023,,Olivia,0,restrictive
UT,2023,anti_esg,SB0097,prohibits a person from penalizing a company that agrees not to engage in certain boycott acts (providing sex characteristic surgery),3,1,44999,legislative,"Wilson, Chris; Shipp, Rex",GOP,"Health, Other",restrictive,https://legiscan.com/UT/bill/SB0097/2023,,Olivia,1,restrictive
UT,2023,sports_ban,HB0463,prohibits a public school from participating in an athletics association that does not collect and review an athlete's birth certificate or other identifying documents during the registration process,1,-99,-99,legislative,"Birkeland, Kera; McCay, Daniel",GOP,Sports,restrictive,https://legiscan.com/UT/bill/HB0463/2023,,Olivia,0,restrictive
,,,,,,,,,,,,,,,Olivia,,
AK,2022,preemption_discrim_positive,HB17,"prohibits discrimination based on sexual orientation and gender identity or expression in ""matters of public concern"" and state institutions",1,-99,-99,legislative,"Josephson, Andrew",DEM,civil_rights,expansive,https://legiscan.com/AK/bill/HB17/2021,SB149 - failed,Olivia,0,expansive
AK,2022,sports_ban,SB140,requires designation of separate sex-specific athletic teams in public schools,1,-99,-99,legislative,"Hughes, Shelley",GOP,Sports,restrictive,https://legiscan.com/AK/bill/SB140/2021,,Olivia,0,restrictive
AK,2022,hate_crimes_prohibition,HB51,a defendant can be sentenced if they knowingly directed the conduct towards a victim because of that person's sexual orientation or gender identity,2,-99,-99,legislative,"Josephson, Andrew",DEM,"Other, civil_rights",expansive,https://legiscan.com/AK/bill/HB14/2023,,Olivia,0,expansive
AK,2022,lgbt_discrim_protect,HB149,Adds to the powers and duties of the State Commission for Human Rights prohibiting discrimination based on sexual orientation or gender identity or expression,1,-99,-99,legislative,"Gray-Jackson, Elvi",DEM,civil_rights,expansive,https://legiscan.com/AK/bill/SB149/2021,,Olivia,0,expansive
WA,2022,care_expand_adult,HB1809,"ensures ""material change transactions"" to result in communities having the same or greater access to quality, affordable care. Includes gender affirming care.",1,-99,-99,legislative,"Simmons, Tarra",DEM,Health,expansive,https://legiscan.com/WA/bill/HB1809/2021,SB5688 failed,Olivia,0,expansive
WA,2022,care_expand_adult,HB1851,"prohibits the state from penalizing or prosecuting an individual or someone who aids an individual based on their pregnancy outcomes (actual, potential, or alleged).",3,1,44637,legislative,"My-Linh, Thai",DEM,Health,expansive,https://legiscan.com/WA/bill/HB1851/2021,,Olivia,1,expansive
WA,2022,privacy_individual,HB1956,"includes gender affirming care, gender identity, and sexual orientation under protected health information for incarcerated individuals",3,1,44651,legislative,"Hackney, David",DEM,Health,expansive,https://legiscan.com/WA/bill/HB1956/2021,,Olivia,1,expansive
WA,2022,insurance_coverage_require,SB5335,prohibits discrimination on the basis of gender identity or sexual orientation by any health provider or program (inclues insurance),1,-99,-99,legislative,"Randall, Emily",DEM,Health,expansive,https://legiscan.com/WA/bill/SB5335/2021,,Olivia,0,expansive
WA,2022,dei_schools,SB5877,"amends existing bill to define that ""sex"" means gender and expand definition of ""sexual orientation"" to be more inclusive (antidiscrimination policy in higher education)",1,-99,-99,legislative,"Conway, Steven",DEM,Education,expansive,https://legiscan.com/WA/bill/SB5877/2021,,Olivia,0,expansive
WA,2022,privacy_individual,SB5062,a controller may not process tracing information on the basis of an individual's gender identity or sexual orientation,1,-99,-99,legislative,"Carlyle, Reuven",DEM,Other,expansive,https://legiscan.com/WA/bill/SB5062/2021,,Olivia,0,expansive
WA,2022,,SB5766,"recognizes that not just cisgender women give birth, changes language to ""pregnant individual"" on abortion right bill",1,-99,-99,legislative,"Randall, Emily",DEM,Health,expansive,https://legiscan.com/WA/bill/SB5766/2021,,Olivia,0,expansive
WA,2022,prison_sentence_allow,HB1756,an incarceration facility shall not place an incarcerated person in solitary confinement based on their gender identity or expression,1,-99,-99,legislative,"Peterson, Strom",DEM,"civil_rights, Other",expansive,https://legiscan.com/WA/bill/HB1756/2021,,Olivia,0,expansive
WA,2022,privacy_individual,HB1901,prohibits the making or threatening to make private information public including one's sexual orientation or gender identity in matters of civil protection orders,3,1,44651,legislative,"Goodman, Roger",DEM,civil_rights,expansive,https://legiscan.com/WA/bill/HB1901/2021,,Olivia,1,expansive
WA,2022,lgbt_homeless,HB1866,"The department must prioritize allocating at least 10 percent of the expenditures from the apple health and homesaccount to organizations that serve and are substantially governed by individuals disproportionately impacted by homelessness and behavioral health conditions, including lesbian, gay, bisexual, queer, transgender, and other gender diverse individuals.",3,1,44650,legislative,"Chopp, Frank",DEM,Other,expansive,https://legiscan.com/WA/bill/HB1866/2021,,Olivia,1,expansive
WA,2022,lgbt_discrim_protect,HB1433,"prohibits discrimination in ""products, services, or economic opportunity"" on the basis of sexual orientation or gender identity",1,-99,-99,legislative,"Kloba, Shelley",DEM,civil_rights,expansive,https://legiscan.com/WA/bill/HB1433/2021,8-4 dem-gop Partisan split on sponsors,Olivia,0,expansive
WA,2022,lgbt_discrim_protect,HB2064,prohibits discrimination in housing security deposits on the basis of gender or sexual orientation,3,1,44637,legislative,"Peterson, Strom",DEM,civil_rights,expansive,https://legiscan.com/WA/bill/HB2064/2021,HB1515,Olivia,1,expansive
WA,2022,lgbt_discrim_protect,HB2076,"transportation network companies and drivers must adopt a policy of nondiscrimination on the basis of sexual orientation, gender expression, or gender identity",3,1,44651,legislative,"Berry, Liz",DEM,civil_rights,expansive,https://legiscan.com/WA/bill/HB2076/2021,,Olivia,1,expansive
AZ,2023,forced_outing,HB2711,"Requires school employees and contractors to disclose information regarding a student's gender identity, pronouns, sexual identity, or other ""similar topics"" within 48 hours of that employee learning that information",2,0,-99.0,legislative,"Kolodin, Alexander, Chaplik, Joseph",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79576,,Avery,0,restrictive
AZ,2023,dei_ban,SB1694,"States that public employees are not required to attend diversity, equity, and inclusion training, and prohibits spending public money on DEI training. It also prohibits public entities from promoting or adopting theories relating to transgenderism, cultural appropriation, allyship, structural racism and inequality, heternormativity, etc. This bill includes public universities as public entities.",1,0,-99.0,legislative,"Hoffman, Jake",GOP,Other,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79362,,Avery,0,restrictive
AZ,2023,congruence_restriction,SB1417,"Requires that the person changing the diaper of a disabled child must be the same sex as that child, unless the parent provides written consent",2,0,-99.0,legislative,"Wadsack, Justine",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79077,,Avery,0,restrictive
AZ,2023,decency_laws,SB1698,"Makes exposing minors to adult-oriented performances or buisnesses a Class 4 felony, is implied that drag shows could be viewed as adult oriented performances since performances that are ""harmful to minors"" are considered adult oriented.",3,0,05//15/2023,legislative,"Wadsack, Justine",GOP,Public Presense,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79377,Vetoed by govenor,Avery,0,restrictive
AZ,2023,discussion_ban,SB1700,"Allows parents to review library books avaliable to students and request one be removed, specifically noting that books promoting gendered pronouns, gender fluidity, and books that groom children into normalizing pedophillia can report said books to the department of education.The department of education would also create a list of books that schools are banned from having, and school libraries would be required to publish a list of new books at least 120 days before students would be allowed to access them.",2,0,-99.0,legislative,"Wadsack, Justine",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79379,,Avery,0,restrictive
AZ,2023,care_ban_minor,SB1702,"Fully restricts minors from recieving gender affirming care, including puberty blockers, HRT, and gender reassignment surgeries",2,0,-99.0,legislative,"Wadsack, Justine",GOP,Medical,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79387,,Avery,0,restrictive
AZ,2023,school_accom_restriction,SB1040,"Defines sex as immutable biological characteristics assigned at birth, and prohibits students from using bathrooms, changing facilities, or sleeping quarters that do not match with their biological sex in schools. This bill allows students to get a reasonable accommodation to use a private bathroom or changing facility if necessary, but allows a person who uses a bathroom in a school with a trans person that is in the bathroom that does not match their biological sex to sue and get monetary damages for psychological, emotional, and physical harm suffered",3,0,45061.0,legislative,"Kavanagh, John",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78110,Vetoed by governor,Avery,0,restrictive
AZ,2023,decency_laws,SB1030,"Adds ""sexually explicit performances"" to zoning laws alongside other adult buisnesses. This could be implied to include drag, but drag is not specifically mentioned",3,0,45061.0,legislative,"Kern, Anthony",GOP,Public Presence,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78083,Vetoed by govenor,Avery,0,restrictive
AZ,2023,name_pronoun_restriction,SB1001,Prohibits school employees or independent contractors from using a student who is under 18's chosen name or prefered pronouns that do not match their biological sex without written permission from a parent. It also states that employees cannot be required to use a student's prefered name or pronouns if doing so goes against their religious or moral convictions.,3,0,45061.0,legislativee,"Kavanagh, John",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78033,Vetoed by govenor,Avery,0,restrictive
AZ,2023,drag_restriction,SB1026,Bans any taxpayer money or federal money from being used to support drag shows that target minors. It also bans local governments from using private money to support said drag shows,3,0,45092.0,legislative,"Kavanagh, John",GOP,Public Presence,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78075,Vetoed by govenor,Avery,0,restrictive
AZ,2023,drag_restriction,SB1028,"Bans ""adult caberet performances"" from public property or anywhere a minor may be able to view them. It defines an adult caberet performance as a sexually explicit performance that arouses or satisfies sexual desires or appeals to prurient interests.",3,0,45089.0,legislative,"Kern, Anthony",GOP,Public Presence,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78081,Vetoed by govenor,Avery,0,restrictive
AZ,2023,lgbt_discrim_protect,HB2739,"Bans discrimination against people because of their gender identity or sexual orientation in places of public accommodation, but provides two large exceptions- places of religious worship and places such as pools, spas, and gyms that are intended for a single sex, or for nonprofit organizations helping provide housing to vulnerable populations where serving only a single sex is necessary to the operation of their organization. It also gives employees the right to request single-sex facilities such as bathrooms and forbids employers from retaliating against employees for their moral beliefs on family values, gender identity, and sexuality in a ""reasonable"", non-harassing way.",2,0,-99.0,legislative,"Amish, Shah",DEM,Discrinimation,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79591?SessionId=127,Large carveouts for religous and single sex spaces,Avery,0,expansive
AZ,2023,public_accommodations_allow,HB2739,"Bans discrimination against people because of their gender identity or sexual orientation in places of public accommodation, but provides two large exceptions- places of religious worship and places such as pools, spas, and gyms that are intended for a single sex, or for nonprofit organizations helping provide housing to vulnerable populations where serving only a single sex is necessary to the operation of their organization. It also gives employees the right to request single-sex facilities such as bathrooms and forbids employers from retaliating against employees for their moral beliefs on family values, gender identity, and sexuality in a ""reasonable"", non-harassing way.",2,0,-99.0,legislative,"Amish, Shah",DEM,Discrimination,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79591?SessionId=127,,Avery,0,restrictive
AZ,2023,lgbt_discrim_protect,HB2703,"Amends Arizona antidiscrimination law to include gender identity and sexual orientation for places of public accommodation, including designating all single-occupancy stall bathrooms as gender neutral, and mandating that buildings have at least one bathroom avaliable to all, regardless of gender. In terms of employment discrimination, it adds gender identity and sexual orientation as protected categories, and states that to deny someone access to a shared facility (ie bathroom) is discrimination.",2,0,-99.0,legislative,"Cano, Andres",DEM,Discrinimation,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79568?SessionId=127,This bill used significantly more inclusive language in regards to gender identity compared to HB2739,Avery,0,expansive
AZ,2023,death_certificate_positive,SB1128,"States that death certificates should reflect the deceased's gender identity if documentation that the deceased underwent a gender transition can be shown. If there is no doccumentation, then the family/friends, or those who have rights, of the deceased , can request that it be changed.",2,0,-99.0,legislative,"Gabaldón, Rosanna",DEM,Legal Recognition,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78725?SessionId=127,,Avery,0,expansive
AZ,2023,parental_rights_general,HB2786,"Requires that parents be informed if a school recommends, funds, endorses, etc, training for teachers that involve race, gender identity, sexuality, and political and social issues",3,0,45455.0,legislative,"Heap, Justin",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79639?SessionId=127,Vetoed by govenor,Avery,0,restrictive
AZ,2023,conversion_therapy_restriction,HB2351,"States that conversion therapy is an act of unprofessional conduct for patients under 18, with the exception of religious officials not acting as healthcare workers, or parents or grandparents employed as healthcare workers who are acting as parents, not healthcare workers.",2,0,-99.0,legislative,"Contreras, Lupe",DEM,Medical,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78469?SessionId=127,,Avery,0,expansive
AZ,2023,congruence_restriction,HB2312,"Allows facilities that provide a safe and stable shelter for women and children to not hire ""biological males""",3,0,45056.0,legislative,"Jones, Rachel",GOP,Other,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78424?SessionId=127,"Phrasing of biological male and the fact that this bill was co-sponsored by other representatives that have sponsored other anti lgbt bills makes me think we should include this. There was also some media coverage noting how this could be bad for male, transgender, and nonbinary victims of sexual or domestic violence",Avery,0,restrictive
AZ,2023,anti_bullying_protections,HB2648,"Defines harrassment, intimidation, and bullying as conduct that affects a student's ability to learn by placing a student in fear of physical harm based on (among other things) gender identity, sexual orientation, and gender expression",2,0,-99.0,legislative,"Gutierrez, Alfredo",DEM,Education,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79502?SessionId=127,,Avery,0,expansive
AZ,2023,nonbinary_recognition,HB2262,"Allows someone who undergoes a sex change operation to change their birth certificate to say male, female, or nonbinary",2,0,-99.0,legislative,"Cano, Andres",DEM,Legal Recognition,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78372?SessionId=127,,Avery,0,expansive
AZ,2023,inclusive_practices,HB2360,"States that the Arizona state legislature should do a disparate impact study for laws involving several key areas, such as housing, health, public welfare, and voting rights (and more). For these disparate impact reports, gender identity and sexual orientation are included in the list of populations one should look out for to see if laws will have a disparate impact.",2,0,-99.0,legislative,"Oritz, Analise",DEM,Other,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78506?SessionId=127,"I am not sure if this one should count, it was just a single line that mentioned LGBT individuals",Avery,0,expansive
AZ,2023,parental_rights_general,SB1410,"Promotes involvment of parents in schools by allowing parents to see a full list of books avalible in school libraries, allowing parents to object to any material that they view as harmful and against their beliefs on morals, religion, and sex, and allowing parents to acces a school's curriculum. This bill also puts in place a system for parents to file complaints and mandates that schools must complete a report about all the complaints recieved.",3,0,45091.0,legislative,"Wadsack, Justine",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78372?SessionId=127,Vetoed by govenor,Avery,0,restrictive
