state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
AZ,2023,religious_lib,HB2739,"Bans discrimination against people because of their gender identity or sexual orientation in places of public accommodation, but provides two large exceptions- places of religious worship and places such as pools, spas, and gyms that are intended for a single sex, or for nonprofit organizations helping provide housing to vulnerable populations where serving only a single sex is necessary to the operation of their organization. It also gives employees the right to request single-sex facilities such as bathrooms and forbids employers from retaliating against employees for their moral beliefs on family values, gender identity, and sexuality in a ""reasonable"", non-harassing way.",2,0,-99,legislative,"Amish, Shah",DEM,Discrinimation,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79591?SessionId=127,Large carveouts for religous and single sex spaces,Avery,0,expansive,Discrimination
AZ,2023,public_accommodations_allow,HB2739,"Bans discrimination against people because of their gender identity or sexual orientation in places of public accommodation, but provides two large exceptions- places of religious worship and places such as pools, spas, and gyms that are intended for a single sex, or for nonprofit organizations helping provide housing to vulnerable populations where serving only a single sex is necessary to the operation of their organization. It also gives employees the right to request single-sex facilities such as bathrooms and forbids employers from retaliating against employees for their moral beliefs on family values, gender identity, and sexuality in a ""reasonable"", non-harassing way.",2,0,-99,legislative,"Amish, Shah",DEM,Discrimination,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79591?SessionId=127,,Avery,0,restrictive,Discrimination
AZ,2023,lgbt_discrim_protect,HB2703,"Amends Arizona antidiscrimination law to include gender identity and sexual orientation for places of public accommodation, including designating all single-occupancy stall bathrooms as gender neutral, and mandating that buildings have at least one bathroom avaliable to all, regardless of gender. In terms of employment discrimination, it adds gender identity and sexual orientation as protected categories, and states that to deny someone access to a shared facility (ie bathroom) is discrimination.",2,0,-99,legislative,"Cano, Andres",DEM,Discrinimation,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79568?SessionId=127,This bill used significantly more inclusive language in regards to gender identity compared to HB2739,Avery,0,expansive,Discrimination
AZ,2023,harassment_protection,HB2703,"Amends Arizona antidiscrimination law to include gender identity and sexual orientation for places of public accommodation, including designating all single-occupancy stall bathrooms as gender neutral, and mandating that buildings have at least one bathroom avaliable to all, regardless of gender. In terms of employment discrimination, it adds gender identity and sexual orientation as protected categories, and states that to deny someone access to a shared facility (ie bathroom) is discrimination.",2,0,-99,legislative,"Cano, Andres",DEM,Discrinimation,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79568?SessionId=127,This bill used significantly more inclusive language in regards to gender identity compared to HB2739,Avery,0,expansive,Discrimination
AZ,2023,death_certificate_positive,SB1128,"States that death certificates should reflect the deceased's gender identity if documentation that the deceased underwent a gender transition can be shown. If there is no doccumentation, then the family/friends, or those who have rights, of the deceased , can request that it be changed.",2,0,-99,legislative,"Gabaldón, Rosanna",DEM,Legal Recognition,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78725?SessionId=127,,Avery,0,expansive,Legal
AZ,2023,parental_rights_general,HB2786,"Requires that parents be informed if a school recommends, funds, endorses, etc, training for teachers that involve race, gender identity, sexuality, and political and social issues",3,0,1718150400,legislative,"Heap, Justin",GOP,Education,restricting,https://apps.azleg.gov/BillStatus/BillOverview/79639?SessionId=127,Vetoed by govenor,Avery,1,restrictive,Education
AZ,2023,conversion_therapy_restriction,HB2351,"States that conversion therapy is an act of unprofessional conduct for patients under 18, with the exception of religious officials not acting as healthcare workers, or parents or grandparents employed as healthcare workers who are acting as parents, not healthcare workers.",2,0,-99,legislative,"Contreras, Lupe",DEM,Medical,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78469?SessionId=127,,Avery,0,expansive,Health
AZ,2023,congruence_restriction,HB2312,"Allows facilities that provide a safe and stable shelter for women and children to not hire ""biological males""",3,0,1683676800,legislative,"Jones, Rachel",GOP,Other,restricting,https://apps.azleg.gov/BillStatus/BillOverview/78424?SessionId=127,"Phrasing of biological male and the fact that this bill was co-sponsored by other representatives that have sponsored other anti lgbt bills makes me think we should include this. There was also some media coverage noting how this could be bad for male, transgender, and nonbinary victims of sexual or domestic violence",Avery,1,restrictive,Other
AZ,2023,anti_bullying_protections,HB2648,"Defines harrassment, intimidation, and bullying as conduct that affects a student's ability to learn by placing a student in fear of physical harm based on (among other things) gender identity, sexual orientation, and gender expression",2,0,-99,legislative,"Gutierrez, Alfredo",DEM,Education,expanding,https://apps.azleg.gov/BillStatus/BillOverview/79502?SessionId=127,,Avery,0,expansive,Education
AZ,2023,nonbinary_recognition,HB2262,"Allows someone who undergoes a sex change operation to change their birth certificate to say male, female, or nonbinary",2,0,-99,legislative,"Cano, Andres",DEM,Legal Recognition,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78372?SessionId=127,,Avery,0,expansive,Legal
AZ,2023,birth_certificate_positive,HB2262,"Allows someone who undergoes a sex change operation to change their birth certificate to say male, female, or nonbinary",2,0,-99,legislative,"Cano, Andres",DEM,Legal Recognition,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78372?SessionId=127,,Avery,0,expansive,Legal
AZ,2023,inclusive_practices,HB2360,"States that the Arizona state legislature should do a disparate impact study for laws involving several key areas, such as housing, health, public welfare, and voting rights (and more). For these disparate impact reports, gender identity and sexual orientation are included in the list of populations one should look out for to see if laws will have a disparate impact.",2,0,-99,legislative,"Oritz, Analise",DEM,Other,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78506?SessionId=127,"I am not sure if this one should count, it was just a single line that mentioned LGBT individuals",Avery,0,expansive,Other
AZ,2023,parental_rights_general,SB1410,"Promotes involvment of parents in schools by allowing parents to see a full list of books avalible in school libraries, allowing parents to object to any material that they view as harmful and against their beliefs on morals, religion, and sex, and allowing parents to acces a school's curriculum. This bill also puts in place a system for parents to file complaints and mandates that schools must complete a report about all the complaints recieved.",3,0,1686700800,legislative,"Wadsack, Justine",GOP,Education,restricting,https://legiscan.com/AZ/bill/SB1410/2023,Vetoed by govenor,Avery,1,restrictive,Education
AZ,2023,inclusive_practices,HB2386,Creates a committee to study sexual assault and mandates that one member of the committe must be someone who has experience providing services to survivors of sexual assault who are LGBT,2,0,-99,legislative,"Hernandez, Melody",DEM,Other,expanding,https://apps.azleg.gov/BillStatus/BillOverview/78849?SessionId=127,,Avery,0,expansive,Other
AZ,2023,inclusive_practices,SB1549,"Prohibits the state from endorsing textbooks that reflect certian populations or characteristics in an adverse way, including gender identity and sexual orientation",2,0,-99,legislative,"Alston, Lela, Gabladon, Rosanna, Gonzales, Sally, Miranda, Katherine, Guttierez, Nancy",DEM,other,expanding,https://legiscan.com/AZ/bill/SB1549/2023,,Avery,0,expansive,Other
CO,2023,sports_ban,HB23-1098,"Requires that athletes play on teams in congruence with their sex assigned at birth, both at the k-12 and colleigate level. If this rule is not followed by an institution, they may be held liable for any damage done.",1,0,-99,legislative,"Brandly, Brandi, Frizell, Lisa, Pelton, Byron",GOP,Sports,restricting,https://leg.colorado.gov/bills/HB23-1098,,Avery,0,restrictive,Sports
CO,2023,student_sport_retribution,HB23-1098,"Requires that athletes play on teams in congruence with their sex assigned at birth, both at the k-12 and colleigate level. If this rule is not followed by an institution, they may be held liable for any damage done.",1,0,-99,legislative,"Brandly, Brandi, Frizell, Lisa, Pelton, Byron",GOP,Sports,restricting,https://leg.colorado.gov/bills/HB23-1098,,Avery,0,restrictive,Sports
CO,2023,gender_neutral_restroom,HB23-1057,Requires that all newly rennovated bathrooms in public buildings include a gender-neutral bathroom with a changing table and that all single occupancy bathrooms be labled as gender neutral,3,1,1684886400,legislative,"McCormick, Karen, Vigil, Stephanie, Jaquez Lewis, Stephanie",DEM,Other,expanding,https://leg.colorado.gov/bills/hb23-1057,,Avery,1,expansive,Other
CO,2023,trans_refuge,SB23-188,"Affirms that abortions and gender affirming care are legally protected healthcare activity in Colorado, even for those traveling from out of state, and protects doctors who provide those types of care from legal action from other states",3,1,1682035200,legislative,"Gonzales, Julie, Jaquez Lewis, Sonya, Froelich, Meg, Titone, Brianna",DEM,Safety,expanding,https://leg.colorado.gov/bills/sb23-188,"Brianna Titone, one of the sponsors of the bill, is the first openly trans woman to serve on the Colorado state legislature",Avery,1,expansive,Safety
CO,2023,liability_protection,SB23-188,"Affirms that abortions and gender affirming care are legally protected healthcare activity in Colorado, even for those traveling from out of state, and protects doctors who provide those types of care from legal action from other states",3,1,1682035200,legislative,"Gonzales, Julie, Jaquez Lewis, Sonya, Froelich, Meg, Titone, Brianna",DEM,Safety,expanding,https://leg.colorado.gov/bills/sb23-188,"Brianna Titone, one of the sponsors of the bill, is the first openly trans woman to serve on the Colorado state legislature",Avery,1,expansive,Safety
CO,2023,inclusive_practices,SB23-149,Creates a youth mentorship stipend program to provide money for youth who are mentors in approved organizations to use for higher education. This program specifically states that a youth membership organization for LGBTQ youth should be included.,3,1,1686009600,legislative,"Coleman, James, Exum, Tony, Bacon, Jennifer",DEM,Education,expanding,https://leg.colorado.gov/bills/sb23-149,,Avery,1,expansive,Education
CO,2023,anti_bullying_protections,SB23-296,"Includes discrimination against a student for their gender identity, gender expression, or sexual orientation in an anti-bullying law that provides guidelines and requirements for school districts for dealing with bullying and harassment",3,1,1686009600,legislative,"Winter, Faith, Marchman, Janice, Bacon, Jennifer, Herod, Leslie",DEM,Education,expanding,https://leg.colorado.gov/bills/sb23-296,,Avery,1,expansive,Education
CO,2023,discrimination_notification,HB23-1218,"Requires that hospitals that refuse to provide or heavily restrict reproductive healthcare and LGBTQ healthcare (the bill used this terminology, not gender affirming care) to inform patients of these policies at the time of scheduling appointments, so the patient may choose to go elsewhwere if they please",3,1,1683676800,legislative,"Brown, Kyle, Titone, Brianna, Jaquez Lewis, Sonya",DEM,Medical,expanding,https://leg.colorado.gov/bills/hb23-1218,,Avery,1,expansive,Health
CO,2023,parental_rights_general,HCR23-1004,"Affirms the fundamental rights of parents, includes one section that states that parents are allowed to pull their children out of a lesson that conflicts with their own moral or religious beliefs, this could be used to pull children out of lessons on LGBTQ topics, although that is not directly stated",1,0,-99,legislative,"Brandly, Brandi",GOP,Education,neutral,https://leg.colorado.gov/bills/hcr23-1004,,Avery,0,neutral,Education
CO,2023,anti_esg,HB23-1092,"Prohibits state money from being used to further certain social, political, or ideological interests in employee retirement funds, stating that those investment decisions shoud be made on financial grounds only, specifically calls out gender affirming care and abortions",2,0,-99,legislative,"Brockenfeld, Rod",GOP,Medical,restricting,https://leg.colorado.gov/bills/hb23-1092,,Avery,0,restrictive,Health
DE,2023,trans_refuge,HB230,"Provides legal protections to providers of gender affirming care, including protecting them from out of state civil actions and prohibits insurance companies from taking adverse action against said healthcare professionals for providing gender affirming care.",2,0,-99,legislative,"Neal, DeShanna",DEM,Safety,expanding,https://legis.delaware.gov/BillDetail?LegislationId=140626,,Avery,0,expansive,Safety
DE,2023,liability_protection,HB230,"Provides legal protections to providers of gender affirming care, including protecting them from out of state civil actions and prohibits insurance companies from taking adverse action against said healthcare professionals for providing gender affirming care.",2,0,-99,legislative,"Neal, DeShanna",DEM,Safety,expanding,https://legis.delaware.gov/BillDetail?LegislationId=140626,,Avery,0,expansive,Safety
DE,2023,inclusive_practices,HB344,"Creates a committee to study pregnancy outcomes and develop compentency training for health centers to address disparities in health outcomes. States that the committe should be diverse in (among other things), gender identity.",3,1,1690243200,legislative,"Minor-Brown, Melissa, McBride, Sarah,Lockman, Elizabeth, Townsend, Bryan, Dorsey Walker, Sherry, Heffernaun, Debra, Gay, Kyle, Hansen, Stephanie, Sokola, David, Baumbranch, Paul, Bolden, Stephanie, Johnson, Kendra, Morrison, Eric, Wilson-Anton, Madinah.",DEM,Other,expanding,https://legiscan.com/DE/bill/HB344/2021,,Avery,1,expansive,Other
DE,2023,panic_defense_prohibition,HB142,States that a defendant is not justified in using force against a victim after discovering their gender identity or sexual orientation.,3,1,1758758400,legislative,"Morrison, Eric",DEM,Safety,expanding,https://legis.delaware.gov/BillDetail?LegislationId=130335,Substituted for HB 2 and signed by govenor,Avery,1,expansive,Safety
DE,2023,inclusive_language,SB97,"Revises legislation so they have ""gender silent"" language (ie no male or female pronouns and using the nouns to which those pronouns would refer instead)",3,1,1685491200,legislative,"Sokola, David",DEM,Other,expanding,https://legis.delaware.gov/BillDetail?legislationId=130224,"Not gender neutral language, gender silent languate (ie they are using no pronouns, not they/them)",Avery,1,expansive,Other
DE,2023,inclusive_language,SB106,"Revises legislation regarding perinatal mental healthcare (formerly maternal mental healthcare) to read as gender neutral, including replacing the word woman with person.",2,0,-99,legislative,"Gay, Kyle Evans",DEM,Other,expanding,https://legis.delaware.gov/BillDetail?legislationId=130307,,Avery,0,expansive,Other
DE,2023,lgbt_discrim_protect,SB67,States public servants who preform official functions in a way that discriminates against LGBT people are guilty of misconduct,3,1,1695254400,legislative,"McBride, Sara, Williams, Kimberly, Gay, Kyle, Hansen, Stephanie, Hoffner, Kyra, Lockman, Elizabeth, Paradee, Charles, Sokola, David, Sturgeon, Laura, Townsend, Bryan, Baumach, Paul, Griffith,Krista, Heffernan, Debra, Moore, Shera'e, Morrison, Eric, Ramone, Michael",Bipartisan,Discrimination,expanding,https://legiscan.com/DE/bill/SB67/2023,,Avery,1,expansive,Discrimination
IN,2023,care_ban_minor,HB1118,"Bans gender affirmin care (surgeries, HRT, and puberty blockers) for minors and allows people to report any cases of children recieving GAC to the department of child services or local law enforcment. Health care professionals who provide gender affirming care for minors can be charged with either a misdemenor or felony depending on the type of care offered.",2,0,-99,legislative,"Sweet, Lorissa",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1118/actions,,Avery,0,restrictive,Health
IN,2023,liability_extension,HB1118,"Bans gender affirmin care (surgeries, HRT, and puberty blockers) for minors and allows people to report any cases of children recieving GAC to the department of child services or local law enforcment. Health care professionals who provide gender affirming care for minors can be charged with either a misdemenor or felony depending on the type of care offered.",2,0,-99,legislative,"Sweet, Lorissa",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1118/actions,,Avery,0,restrictive,Health
IN,2023,care_ban_minor,HB1220,"Bans gender affirming care for minors, similar to the last billl except doctors would be held civally, not criminally, liable and could be sued for up to 2 years after providing the care.",2,0,-99,legislative,"Davis, Michelle",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1220/details,,Avery,0,restrictive,Health
IN,2023,liability_extension,HB1220,"Bans gender affirming care for minors, similar to the last billl except doctors would be held civally, not criminally, liable and could be sued for up to 2 years after providing the care.",2,0,-99,legislative,"Davis, Michelle",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1220/details,,Avery,0,restrictive,Health
IN,2023,care_ban_minor,HB1231,"Prohibits federal or state funds from Medicaid from being used to fund gender affirming care for minors, bans health care providers from providing gender affirming care for minors, refer minors to places that will provide gender affirming care, and bans using any healthcare facilities or employees funded by the state from providing gender affirming care to minors. Health care providers can be sued for providing GAC to people under 18.",2,0,-99,legislative,"Lauer, Ryan",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1231/details,,Avery,0,restrictive,Health
IN,2023,promotion_ban,HB1231,"Prohibits federal or state funds from Medicaid from being used to fund gender affirming care for minors, bans health care providers from providing gender affirming care for minors, refer minors to places that will provide gender affirming care, and bans using any healthcare facilities or employees funded by the state from providing gender affirming care to minors. Health care providers can be sued for providing GAC to people under 18.",2,0,-99,legislative,"Lauer, Ryan",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1231/details,,Avery,0,restrictive,Health
IN,2023,liability_extension,HB1231,"Prohibits federal or state funds from Medicaid from being used to fund gender affirming care for minors, bans health care providers from providing gender affirming care for minors, refer minors to places that will provide gender affirming care, and bans using any healthcare facilities or employees funded by the state from providing gender affirming care to minors. Health care providers can be sued for providing GAC to people under 18.",2,0,-99,legislative,"Lauer, Ryan",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1231/details,,Avery,0,restrictive,Health
IN,2023,cps_genderdenial_allow,HB1232,"States that a parent refusing to affirm their child's gender identity is not reason for the removal of that child from their family, including denying that child gender affirming care or mental healthcare related to their gender",2,0,-99,legislative,"Lauer, Ryan",GOP,Gay Families,restricting,https://iga.in.gov/legislative/2023/bills/house/1232/details,,Avery,0,restrictive,Family
IN,2023,parental_rights_medical,HB1232,"States that a parent refusing to affirm their child's gender identity is not reason for the removal of that child from their family, including denying that child gender affirming care or mental healthcare related to their gender",2,0,-99,legislative,"Lauer, Ryan",GOP,Gay Families,restricting,https://iga.in.gov/legislative/2023/bills/house/1232/details,,Avery,0,restrictive,Family
IN,2023,forced_outing,SB354,"Requires new accredidation for schools while also requiring schools notify parents if their child expresses that they are questioning their gender or sexuality,  or changes their name, attire, or pronouns.",2,0,-99,legislative,"Raatz, Jeff",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/354/details,,Avery,0,restrictive,Education
IN,2023,legal_recognition_negative,SB351,"Defines sex as biological characteristics, either male or female, according to one's reproductive capacity, chromosomes, hormones, and genetalia, without regard to an individual's chosen gender",2,0,-99,legislative,"Byrne, Gary, Sandlin, Jack",GOP,Legal Recognition,restricting,https://iga.in.gov/legislative/2023/bills/senate/351/details,,Avery,0,restrictive,Legal
IN,2023,care_ban_minor,SB480,"Bans providing gender affirming care for minors in general, while also specifically calling out providing care in any hospital owned or funded by the state, by a healthcare provider employed by the state. Health care providers can be sued for providing GAC to minors.",3,1,1680652800,legislative,"Johnson, Tyler, Charbonneau, Ed, Byrne, Gary",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/senate/480/details,Was struck down by a federal judge,Avery,1,restrictive,Health
IN,2023,promotion_ban,SB480,"Bans providing gender affirming care for minors in general, while also specifically calling out providing care in any hospital owned or funded by the state, by a healthcare provider employed by the state. Health care providers can be sued for providing GAC to minors.",3,1,1680652800,legislative,"Johnson, Tyler, Charbonneau, Ed, Byrne, Gary",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/senate/480/details,Was struck down by a federal judge,Avery,1,restrictive,Health
IN,2023,liability_extension,SB480,"Bans providing gender affirming care for minors in general, while also specifically calling out providing care in any hospital owned or funded by the state, by a healthcare provider employed by the state. Health care providers can be sued for providing GAC to minors.",3,1,1680652800,legislative,"Johnson, Tyler, Charbonneau, Ed, Byrne, Gary",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/senate/480/details,Was struck down by a federal judge,Avery,1,restrictive,Health
IN,2023,parental_rights_general,HB1407,"Emphasizes parental rights in regards to transgender children, arguing parents have the right to raise their children as their biological sex and decline gender affirming care and mental health services relating to a child's gender",2,0,-99,legislative,"DeVon, Dale",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1407/details,,Avery,0,restrictive,Education
IN,2023,parental_rights_medical,HB1407,"Emphasizes parental rights in regards to transgender children, arguing parents have the right to raise their children as their biological sex and decline gender affirming care and mental health services relating to a child's gender",2,0,-99,legislative,"DeVon, Dale",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1407/details,,Avery,0,restrictive,Education
IN,2023,prison_careban,HB1569,"Restricts ""offender patients"", or currently incarcerated patients from accessing gender affirming surgeries.",3,1,1681948800,legislative,"Mayfield, Peggy",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1569/details,,Avery,1,restrictive,Health
IN,2023,liability_extension,HB1589,Allows former patients to sue healthcare providers providing gender affirming care for medical malpractice up to 15 years after the patient turns 21 (other medical malpractice cases must be filed within 2 years).,2,0,-99,legislative,"McGuire, Julie",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1589/actions,,Avery,0,restrictive,Health
IN,2023,bathroom_ban,HB1520,Makes going into a bathroom meant for a gender other than the one a person is assigned at birth a misdemeanor.,2,0,-99,legislative,"Borders, Bruce",GOP,Public Presence,restricting,https://iga.in.gov/legislative/2023/bills/house/1520/details,,Avery,0,restrictive,Public_Precence
IN,2023,parental_rights_general,SB413,"Strengthens parental rights and notifications on changes to student's behavior (does not specifically mention outing students/lgbt identity) and bans teaching students grades k-12 about sexual orientation or gender identity, both making a blanket ban and stating such materiel must be taught in a way that is age appropriate. It also requires that the school notify all parents if a student uses a bathroom other than the one associated with their AGAB and allows parents to file grievances and recieve damages.",2,0,-99,legislative,"Byrne, Gary, Doriot, Blake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/413/details,,Avery,0,restrictive,Education
IN,2023,discussion_ban,SB413,Strengthens parental rights and notifications on changes to student's behavior (does not specifically mention outing students/lgbt identity) and bans teaching students grades k-12 about sexual orientation or gender identity in a manner that is not age appropriate. It also requires that the school notify all parents if a student uses a bathroom other than the one associated with their AGAB and allows parents to file grievances and recieve damages.,2,0,-99,legislative,"Byrne, Gary, Doriot, Blake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/senate/413/details,,Avery,0,restrictive,Education
IN,2023,discussion_ban,HB1608,Bans any discussions of human sexuality from kindergarten to third grade and requires that parents are informed if their child changes their name or pronouns at school.,3,1,1683158400,legislative,"Davis, Michelle",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1608/details,,Avery,1,restrictive,Education
IN,2023,forced_outing,HB1608,Bans any discussions of human sexuality from kintergarten to third grade and requires that parents are informed if their child changes thier name or pronouns at school.,3,1,1683158400,legislative,"Davis, Michelle",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1608/details,,Avery,1,restrictive,Education
IN,2023,name_pronoun_ban,HB1346,Defines sex as a person's AGAB and requires that schools do not promote or require staff members to call students pronouns or names inconsistent with a student's AGAB. Only with written permission from parents and a doctor diagnosing a student with gender dysphoria will teachers and staff be allowed to call a student by their chosen name or pronouns.,2,0,-99,legislative,"Teshka, Jake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1346/details,,Avery,0,restrictive,Education
IN,2023,parental_rights_transition,HB1346,Defines sex as a person's AGAB and requires that schools do not promote or require staff members to call students pronouns or names inconsistent with a student's AGAB. Only with written permission from parents and a doctor diagnosing a student with gender dysphoria will teachers and staff be allowed to call a student by their chosen name or pronouns.,2,0,-99,legislative,"Teshka, Jake",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1346/details,,Avery,0,restrictive,Education
IN,2023,birth_certificate_negative,HB1524,Prohibits changing the gender on one's birth certificate unless there is a typo or further genetic testing reveals an individual does not have the chromosomes they thought they had.,2,0,-99,legislative,"Borders, Bruce",GOP,Legal Recognition,restricting,https://iga.in.gov/legislative/2023/bills/house/1524/details,,Avery,0,restrictive,Legal
IN,2023,prison_sentence_restriction,SB487,Makes transgender offenders serve their prison sentences in a prison correlated with their AGAB under the guise of pregnancy prevention.,2,0,-99,legislative,"Donato, Stacey",GOP,Public Presence,restricting,https://iga.in.gov/legislative/2023/bills/senate/487/details,,Avery,0,restrictive,Public_Precence
IN,2023,hate_crimes_prohibition,HB1274,"Adds gender identity to the definition of ""bias crimes"".",2,0,-99,legislative,"Pack, Renee",DEM,Safety,expanding,https://iga.in.gov/legislative/2023/bills/house/1274/actions,,Avery,0,expansive,Safety
IN,2023,marriage_allow,HB1122,Codifies same sex marriage in Indiana.,2,0,-99,legislative,"Miller, Kyle",DEM,Gay Families,expanding,https://iga.in.gov/legislative/2023/bills/house/1122/details,SB228 is Senate eqivalent.,Avery,0,expansive,Family
IN,2023,lgbt_discrim_protect,SB39,Adds gender identity and sexual orientation to existing nondiscrimination law in regards to public and charter schools.,2,0,-99,legislative,"Ford, J.D.",DEM,Discrimination,expanding,https://iga.in.gov/legislative/2023/bills/senate/39/actions,,Avery,0,expansive,Discrimination
IN,2023,care_ban_minor,HB1525,Prohibits gender affirming care (both HRT and surgeries) for minors,2,0,-99,legislative,"Borders, Bruce",GOP,Medical,restricting,https://iga.in.gov/legislative/2023/bills/house/1525/actions,,Avery,0,restrictive,Health
IN,2023,discussion_restriction,HB1338,"States that a teacher or school employee cannot promote the idea that someone is inherently racist, sexist, or opressive because of their race or sex conciously or unconciously. Although this bill does not specifically mention LGBT identities, the broad language of oppression could be used to stop teachers from being able to discuss homophobia or transphobia.",2,0,-99,legislative,"Lindaur, Shane",GOP,Education,restricting,https://iga.in.gov/legislative/2023/bills/house/1338/details,,Avery,0,restrictive,Education
IA,2023,discussion_ban,SF83,Prohibits discussions of gender identity from kindergarten to 8th grade,2,0,-99,legislative,"Taylor, Jeff, Guth, Dennis, Mark, Lofgren, Garret, Julian, Westrich, Cherielynn,Rowly, Dave, Zaun, Brad, Salmon, Sandy, Rozenboom, Ken, Green, Jesse, Evans, Lynn. DeWitt, Rocky, Alons, Kevin, Sweeney,Annette, Reichman, Jeff, Cournoyer, Chris",GOP,Education,restricting,https://legiscan.com/IA/bill/SF83/2023,,Avery,0,restrictive,Education
IA,2023,discussion_ban,HF8,Prohibits discussions on gender identity and sexuality for children in kindergarten to third grade and requires instruction on human growth and development be age-appropriate and research based.,2,0,-99,legislative,"Wheeler, Skyler, Holt, Steven, Stone, Henry, Mommsen, Norlin, Collins, Taylor, Fisher, Dean, Gustoff, Bill, Jeneary, Thomas, Vondran, Mike,Wulf, Derek, Bradley, Steven, Meggers, Joshua, Mculla, Barb Kniff, Golding, Cindy, Deyoe, Dave, Graber, Martin,Thompson, Phil, Wills, John, Gustafson, Stan, Johnson, Craig, Boden, Brooke, Harris, Austin, Kauffman, Bobby, Fry, Joel, Nordman, Carter,Young, David, Henderson, Robert, Hora, Heather, Wood, Devon, Osmodsun,  Anne, Windschitl, Matt, Grassley, Pat. Gerhold, Thomas",GOP,Education,restricting,https://legiscan.com/IA/bill/HF8/2023,,Avery,0,restrictive,Education
IA,2023,liability_extension,SF110,"Defines biological sex as one's AGAB, creates liability for doctors who perform gender affirming care on minors, opening them up to potential lawsuits if the patient is injured or suffers emotional, psychological, or physical harm. The parents or guardians of the minor can also sue for up to thirty years after their child recieves treatment. Finally, this bill bans any state funds from being used to support gender affirming care for minors.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medical,restricting,https://legiscan.com/IA/bill/SF110/2023,,Avery,0,restrictive,Health
IA,2023,care_restriction_minor,SF110,"Defines biological sex as one's AGAB, creates liability for doctors who perform gender affirming care on minors, opening them up to potential lawsuits if the patient is injured or suffers emotional, psychological, or physical harm. The parents or guardians of the minor can also sue for up to thirty years after their child recieves treatment. Finally, this bill bans any state funds from being used to support gender affirming care for minors.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medical,restricting,https://legiscan.com/IA/bill/SF110/2023,,Avery,0,restrictive,Health
IA,2023,promotion_ban,SF110,"Defines biological sex as one's AGAB, creates liability for doctors who perform gender affirming care on minors, opening them up to potential lawsuits if the patient is injured or suffers emotional, psychological, or physical harm. The parents or guardians of the minor can also sue for up to thirty years after their child recieves treatment. Finally, this bill bans any state funds from being used to support gender affirming care for minors.",2,0,-99,legislative,"Salmon, Sandy, Evans, Lynn, Alons, Kevin, Green, Jesse, Westrich, Cherilynn, Taylor, Jeff, Guth, Dennis, De Witt, Rocky, Rowley, Dave",GOP,Medical,restricting,https://legiscan.com/IA/bill/SF110/2023,,Avery,0,restrictive,Health
